beneficiary_id,program,reporting_period,sessions_expected,sessions_attended,attendance_rate
BEN-001323,Plus,Q3 2026,12,12,100.0
BEN-001327,Plus,Q3 2025,14,10,71.4
BEN-001327,Plus,Q4 2025,7,7,100.0
BEN-001328,Plus,Q3 2026,12,7,58.3
BEN-001329,Plus,Q3 2026,7,4,57.1
BEN-001330,Plus,Q4 2025,14,8,57.1
BEN-001330,Plus,Q1 2026,7,3,42.9
BEN-001331,Plus,Q3 2026,14,5,35.7
BEN-001334,Plus,Q4 2025,7,4,57.1
BEN-001334,Plus,Q1 2026,13,8,61.5
BEN-001334,Plus,Q2 2026,13,7,53.8
BEN-001334,Plus,Q3 2026,8,3,37.5
BEN-001335,Plus,Q3 2025,12,10,83.3
BEN-001335,Plus,Q4 2025,11,10,90.9
BEN-001336,Plus,Q1 2026,9,5,55.6
BEN-001336,Plus,Q2 2026,7,5,71.4
BEN-001336,Plus,Q3 2026,12,5,41.7
BEN-001338,Plus,Q2 2026,11,8,72.7
BEN-001338,Plus,Q3 2026,6,5,83.3
BEN-001339,Plus,Q1 2026,13,7,53.8
BEN-001339,Plus,Q2 2026,10,10,100.0
BEN-001339,Plus,Q3 2026,10,3,30.0
BEN-001341,Plus,Q3 2025,13,12,92.3
BEN-001341,Plus,Q4 2025,11,11,100.0
BEN-001341,Plus,Q1 2026,14,10,71.4
BEN-001342,Plus,Q1 2026,10,8,80.0
BEN-001342,Plus,Q2 2026,9,9,100.0
BEN-001342,Plus,Q3 2026,10,5,50.0
BEN-001343,Plus,Q3 2025,8,7,87.5
BEN-001343,Plus,Q4 2025,12,7,58.3
BEN-001344,Plus,Q4 2025,8,5,62.5
BEN-001344,Plus,Q1 2026,14,11,78.6
BEN-001344,Plus,Q2 2026,7,4,57.1
BEN-001353,Plus,Q3 2025,14,12,85.7
BEN-001353,Plus,Q4 2025,7,6,85.7
BEN-001355,Plus,Q1 2025,8,6,75.0
BEN-001355,Plus,Q2 2025,14,10,71.4
BEN-001355,Plus,Q3 2025,12,11,91.7
BEN-001355,Plus,Q4 2025,10,8,80.0
BEN-001358,Plus,Q4 2025,12,8,66.7
BEN-001358,Plus,Q1 2026,10,7,70.0
BEN-001358,Plus,Q2 2026,13,11,84.6
BEN-001358,Plus,Q3 2026,8,8,100.0
BEN-001362,Plus,Q2 2026,6,3,50.0
BEN-001362,Plus,Q3 2026,10,4,40.0
BEN-001364,Plus,Q3 2026,12,4,33.3
BEN-001369,Plus,Q2 2026,10,8,80.0
BEN-001369,Plus,Q3 2026,12,10,83.3
BEN-001370,Plus,Q2 2026,12,7,58.3
BEN-001370,Plus,Q3 2026,12,5,41.7
BEN-001371,Plus,Q2 2026,7,6,85.7
BEN-001371,Plus,Q3 2026,11,4,36.4
BEN-001373,Plus,Q3 2025,9,8,88.9
BEN-001373,Plus,Q4 2025,9,7,77.8
BEN-001376,Plus,Q1 2026,12,6,50.0
BEN-001376,Plus,Q2 2026,6,3,50.0
BEN-001379,Plus,Q2 2026,8,5,62.5
BEN-001379,Plus,Q3 2026,11,6,54.5
BEN-001380,Plus,Q1 2026,13,11,84.6
BEN-001380,Plus,Q2 2026,11,10,90.9
BEN-001380,Plus,Q3 2026,7,6,85.7
BEN-001382,Plus,Q3 2026,6,3,50.0
BEN-001383,Plus,Q3 2026,13,7,53.8
BEN-001384,Plus,Q2 2026,8,8,100.0
BEN-001384,Plus,Q3 2026,6,3,50.0
BEN-001385,Plus,Q4 2025,14,13,92.9
BEN-001385,Plus,Q1 2026,14,12,85.7
BEN-001386,Plus,Q2 2026,8,6,75.0
BEN-001386,Plus,Q3 2026,10,3,30.0
BEN-001387,Plus,Q3 2026,10,5,50.0
BEN-001388,Plus,Q3 2025,13,10,76.9
BEN-001388,Plus,Q4 2025,13,13,100.0
BEN-001389,Plus,Q3 2026,12,4,33.3
BEN-001392,Plus,Q4 2025,11,9,81.8
BEN-001392,Plus,Q1 2026,12,10,83.3
BEN-001395,Plus,Q3 2026,11,5,45.5
BEN-001400,Plus,Q2 2026,13,12,92.3
BEN-001400,Plus,Q3 2026,8,4,50.0
BEN-001401,Plus,Q1 2026,10,9,90.0
BEN-001401,Plus,Q2 2026,9,7,77.8
BEN-001403,Plus,Q3 2025,12,10,83.3
BEN-001403,Plus,Q4 2025,9,7,77.8
BEN-001403,Plus,Q1 2026,10,7,70.0
BEN-001406,Plus,Q1 2026,8,8,100.0
BEN-001406,Plus,Q2 2026,7,5,71.4
BEN-001408,Plus,Q3 2026,8,3,37.5
BEN-001409,Plus,Q1 2026,10,7,70.0
BEN-001409,Plus,Q2 2026,13,13,100.0
BEN-001409,Plus,Q3 2026,9,8,88.9
BEN-001412,Plus,Q3 2026,10,6,60.0
BEN-001417,Plus,Q3 2026,13,5,38.5
BEN-001420,Plus,Q3 2025,14,13,92.9
BEN-001420,Plus,Q4 2025,12,10,83.3
BEN-001422,Plus,Q1 2026,11,10,90.9
BEN-001422,Plus,Q2 2026,11,11,100.0
BEN-001422,Plus,Q3 2026,9,8,88.9
BEN-001423,Plus,Q3 2025,14,12,85.7
BEN-001423,Plus,Q4 2025,14,14,100.0
BEN-001426,Plus,Q3 2026,13,7,53.8
BEN-001427,Plus,Q2 2026,9,6,66.7
BEN-001427,Plus,Q3 2026,7,3,42.9
BEN-001429,Plus,Q4 2025,12,12,100.0
BEN-001429,Plus,Q1 2026,7,6,85.7
BEN-001429,Plus,Q2 2026,8,6,75.0
BEN-001429,Plus,Q3 2026,10,8,80.0
BEN-001435,Plus,Q3 2026,14,8,57.1
BEN-001436,Plus,Q3 2026,14,5,35.7
BEN-001437,Plus,Q4 2025,7,4,57.1
BEN-001437,Plus,Q1 2026,6,4,66.7
BEN-001438,Plus,Q4 2025,12,9,75.0
BEN-001438,Plus,Q1 2026,10,8,80.0
BEN-001438,Plus,Q2 2026,10,4,40.0
BEN-001442,Plus,Q4 2025,9,8,88.9
BEN-001442,Plus,Q1 2026,13,11,84.6
BEN-001443,Plus,Q3 2025,13,10,76.9
BEN-001443,Plus,Q4 2025,12,10,83.3
BEN-001444,Plus,Q4 2025,10,8,80.0
BEN-001444,Plus,Q1 2026,11,11,100.0
BEN-001445,Plus,Q1 2026,14,10,71.4
BEN-001445,Plus,Q2 2026,10,7,70.0
BEN-001447,Plus,Q1 2026,12,11,91.7
BEN-001447,Plus,Q2 2026,13,11,84.6
BEN-001447,Plus,Q3 2026,14,7,50.0
BEN-001450,Plus,Q1 2026,11,6,54.5
BEN-001450,Plus,Q2 2026,12,11,91.7
BEN-001450,Plus,Q3 2026,14,7,50.0
BEN-001451,Plus,Q3 2025,6,5,83.3
BEN-001451,Plus,Q4 2025,12,11,91.7
BEN-001452,Plus,Q4 2025,7,5,71.4
BEN-001452,Plus,Q1 2026,11,11,100.0
BEN-001454,Plus,Q1 2025,11,10,90.9
BEN-001454,Plus,Q2 2025,14,13,92.9
BEN-001454,Plus,Q3 2025,11,11,100.0
BEN-001456,Plus,Q1 2026,10,5,50.0
BEN-001456,Plus,Q2 2026,7,6,85.7
BEN-001456,Plus,Q3 2026,10,4,40.0
BEN-001459,Plus,Q1 2026,9,5,55.6
BEN-001459,Plus,Q2 2026,6,5,83.3
BEN-001459,Plus,Q3 2026,12,5,41.7
BEN-001460,Plus,Q2 2026,8,6,75.0
BEN-001460,Plus,Q3 2026,7,6,85.7
BEN-001461,Plus,Q2 2026,7,6,85.7
BEN-001461,Plus,Q3 2026,10,4,40.0
BEN-001463,Plus,Q2 2025,7,7,100.0
BEN-001463,Plus,Q3 2025,14,12,85.7
BEN-001463,Plus,Q4 2025,7,2,28.6
BEN-001464,Plus,Q3 2025,12,11,91.7
BEN-001464,Plus,Q4 2025,6,5,83.3
BEN-001464,Plus,Q1 2026,8,7,87.5
BEN-001465,Plus,Q1 2025,14,11,78.6
BEN-001465,Plus,Q2 2025,9,7,77.8
BEN-001465,Plus,Q3 2025,14,13,92.9
BEN-001467,Plus,Q1 2025,10,8,80.0
BEN-001467,Plus,Q2 2025,11,9,81.8
BEN-001467,Plus,Q3 2025,9,7,77.8
BEN-001470,Plus,Q1 2026,8,7,87.5
BEN-001470,Plus,Q2 2026,7,5,71.4
BEN-001470,Plus,Q3 2026,6,2,33.3
BEN-001471,Plus,Q3 2026,13,4,30.8
BEN-001472,Plus,Q4 2025,10,9,90.0
BEN-001472,Plus,Q1 2026,8,3,37.5
BEN-001473,Plus,Q2 2026,11,11,100.0
BEN-001473,Plus,Q3 2026,14,10,71.4
BEN-001475,Plus,Q2 2026,11,9,81.8
BEN-001475,Plus,Q3 2026,11,9,81.8
BEN-001477,Plus,Q3 2026,8,4,50.0
BEN-001478,Plus,Q1 2026,10,7,70.0
BEN-001478,Plus,Q2 2026,11,6,54.5
BEN-001478,Plus,Q3 2026,9,5,55.6
BEN-001480,Plus,Q1 2025,9,7,77.8
BEN-001480,Plus,Q2 2025,12,11,91.7
BEN-001484,Plus,Q3 2025,12,12,100.0
BEN-001484,Plus,Q4 2025,8,8,100.0
BEN-001486,Plus,Q2 2026,12,7,58.3
BEN-001486,Plus,Q3 2026,14,5,35.7
BEN-001489,Plus,Q3 2026,10,4,40.0
BEN-001491,Plus,Q2 2026,8,7,87.5
BEN-001491,Plus,Q3 2026,12,11,91.7
BEN-001493,Plus,Q3 2025,12,10,83.3
BEN-001493,Plus,Q4 2025,11,8,72.7
BEN-001496,Plus,Q1 2025,9,8,88.9
BEN-001496,Plus,Q2 2025,13,11,84.6
BEN-001496,Plus,Q3 2025,9,8,88.9
BEN-001500,Plus,Q3 2026,12,4,33.3
BEN-001502,Plus,Q2 2026,7,6,85.7
BEN-001502,Plus,Q3 2026,12,5,41.7
BEN-001506,Plus,Q3 2026,10,3,30.0
BEN-001508,Plus,Q4 2025,10,9,90.0
BEN-001508,Plus,Q1 2026,14,12,85.7
BEN-001508,Plus,Q2 2026,12,9,75.0
BEN-001510,Plus,Q1 2026,10,8,80.0
BEN-001510,Plus,Q2 2026,12,6,50.0
BEN-001513,Plus,Q2 2025,9,6,66.7
BEN-001513,Plus,Q3 2025,11,6,54.5
BEN-001513,Plus,Q4 2025,10,3,30.0
BEN-001517,Plus,Q4 2025,13,10,76.9
BEN-001517,Plus,Q1 2026,13,11,84.6
BEN-001517,Plus,Q2 2026,14,12,85.7
BEN-001517,Plus,Q3 2026,9,7,77.8
BEN-001519,Plus,Q1 2026,8,5,62.5
BEN-001519,Plus,Q2 2026,7,4,57.1
BEN-001519,Plus,Q3 2026,13,7,53.8
BEN-001521,Plus,Q3 2026,13,6,46.2
BEN-001522,Plus,Q2 2025,14,10,71.4
BEN-001522,Plus,Q3 2025,13,11,84.6
BEN-001523,Plus,Q1 2026,10,10,100.0
BEN-001523,Plus,Q2 2026,12,10,83.3
BEN-001526,Plus,Q2 2026,8,7,87.5
BEN-001526,Plus,Q3 2026,11,11,100.0
BEN-001528,Plus,Q2 2026,8,5,62.5
BEN-001528,Plus,Q3 2026,11,4,36.4
BEN-001530,Plus,Q2 2025,12,12,100.0
BEN-001530,Plus,Q3 2025,13,12,92.3
BEN-001530,Plus,Q4 2025,8,6,75.0
BEN-001531,Plus,Q2 2025,12,11,91.7
BEN-001531,Plus,Q3 2025,13,12,92.3
BEN-001531,Plus,Q4 2025,6,6,100.0
BEN-001531,Plus,Q1 2026,14,13,92.9
BEN-001534,Plus,Q3 2026,8,4,50.0
BEN-001536,Plus,Q3 2025,9,9,100.0
BEN-001536,Plus,Q4 2025,13,13,100.0
BEN-001537,Plus,Q2 2026,13,12,92.3
BEN-001537,Plus,Q3 2026,10,5,50.0
BEN-001538,Plus,Q3 2026,6,4,66.7
BEN-001539,Plus,Q4 2025,6,6,100.0
BEN-001539,Plus,Q1 2026,6,5,83.3
BEN-001539,Plus,Q2 2026,7,6,85.7
BEN-001539,Plus,Q3 2026,9,9,100.0
BEN-001541,Plus,Q2 2026,6,4,66.7
BEN-001541,Plus,Q3 2026,8,3,37.5
BEN-001543,Plus,Q4 2025,10,8,80.0
BEN-001543,Plus,Q1 2026,12,10,83.3
BEN-001543,Plus,Q2 2026,10,7,70.0
BEN-001544,Plus,Q2 2026,6,3,50.0
BEN-001544,Plus,Q3 2026,10,4,40.0
BEN-001545,Plus,Q3 2025,10,9,90.0
BEN-001545,Plus,Q4 2025,6,6,100.0
BEN-001549,Plus,Q3 2025,10,7,70.0
BEN-001549,Plus,Q4 2025,10,8,80.0
BEN-001549,Plus,Q1 2026,8,7,87.5
BEN-001550,Plus,Q1 2026,14,14,100.0
BEN-001550,Plus,Q2 2026,7,7,100.0
BEN-001551,Plus,Q1 2026,11,11,100.0
BEN-001551,Plus,Q2 2026,12,10,83.3
BEN-001551,Plus,Q3 2026,10,9,90.0
BEN-001552,Plus,Q4 2025,13,9,69.2
BEN-001552,Plus,Q1 2026,12,10,83.3
BEN-001556,Plus,Q2 2026,10,8,80.0
BEN-001556,Plus,Q3 2026,12,4,33.3
BEN-001559,Plus,Q3 2025,13,12,92.3
BEN-001559,Plus,Q4 2025,8,6,75.0
BEN-001559,Plus,Q1 2026,12,11,91.7
BEN-001559,Plus,Q2 2026,13,10,76.9
BEN-001560,Plus,Q2 2026,7,6,85.7
BEN-001560,Plus,Q3 2026,8,4,50.0
BEN-001561,Plus,Q1 2025,7,6,85.7
BEN-001561,Plus,Q2 2025,14,13,92.9
BEN-001561,Plus,Q3 2025,6,5,83.3
BEN-001562,Plus,Q4 2025,7,6,85.7
BEN-001562,Plus,Q1 2026,11,11,100.0
BEN-001563,Plus,Q3 2025,13,12,92.3
BEN-001563,Plus,Q4 2025,11,8,72.7
BEN-001564,Plus,Q2 2025,9,9,100.0
BEN-001564,Plus,Q3 2025,10,8,80.0
BEN-001564,Plus,Q4 2025,12,10,83.3
BEN-001564,Plus,Q1 2026,8,7,87.5
BEN-001568,Plus,Q4 2025,12,9,75.0
BEN-001568,Plus,Q1 2026,13,9,69.2
BEN-001568,Plus,Q2 2026,9,8,88.9
BEN-001570,Plus,Q2 2025,13,12,92.3
BEN-001570,Plus,Q3 2025,9,9,100.0
BEN-001570,Plus,Q4 2025,6,6,100.0
BEN-001570,Plus,Q1 2026,13,9,69.2
BEN-001571,Plus,Q1 2026,8,4,50.0
BEN-001571,Plus,Q2 2026,14,8,57.1
BEN-001571,Plus,Q3 2026,12,6,50.0
BEN-001575,Plus,Q4 2025,14,11,78.6
BEN-001575,Plus,Q1 2026,13,12,92.3
BEN-001580,Plus,Q1 2026,14,11,78.6
BEN-001580,Plus,Q2 2026,8,7,87.5
BEN-001581,Plus,Q1 2025,13,9,69.2
BEN-001581,Plus,Q2 2025,9,9,100.0
BEN-001581,Plus,Q3 2025,9,7,77.8
BEN-001583,Plus,Q2 2025,9,9,100.0
BEN-001583,Plus,Q3 2025,7,5,71.4
BEN-001585,Plus,Q4 2025,8,7,87.5
BEN-001585,Plus,Q1 2026,10,7,70.0
BEN-001585,Plus,Q2 2026,10,7,70.0
BEN-001586,Plus,Q2 2025,11,8,72.7
BEN-001586,Plus,Q3 2025,9,9,100.0
BEN-001586,Plus,Q4 2025,10,5,50.0
BEN-001589,Plus,Q3 2025,14,12,85.7
BEN-001589,Plus,Q4 2025,6,4,66.7
BEN-001589,Plus,Q1 2026,12,10,83.3
BEN-001589,Plus,Q2 2026,12,11,91.7
BEN-001590,Plus,Q1 2025,12,10,83.3
BEN-001590,Plus,Q2 2025,11,11,100.0
BEN-001590,Plus,Q3 2025,8,4,50.0
BEN-001593,Plus,Q3 2025,6,4,66.7
BEN-001593,Plus,Q4 2025,8,7,87.5
BEN-001594,Plus,Q3 2025,6,5,83.3
BEN-001594,Plus,Q4 2025,12,12,100.0
BEN-001594,Plus,Q1 2026,7,7,100.0
BEN-001594,Plus,Q2 2026,11,11,100.0
BEN-001595,Plus,Q3 2025,6,5,83.3
BEN-001595,Plus,Q4 2025,10,8,80.0
BEN-001596,Plus,Q1 2026,13,13,100.0
BEN-001596,Plus,Q2 2026,11,11,100.0
BEN-001596,Plus,Q3 2026,12,9,75.0
BEN-001597,Plus,Q3 2025,12,12,100.0
BEN-001597,Plus,Q4 2025,11,10,90.9
BEN-001597,Plus,Q1 2026,12,10,83.3
BEN-001597,Plus,Q2 2026,6,5,83.3
BEN-001598,Plus,Q1 2026,11,9,81.8
BEN-001598,Plus,Q2 2026,11,11,100.0
BEN-001598,Plus,Q3 2026,14,5,35.7
BEN-001602,Plus,Q3 2026,7,2,28.6
BEN-001604,Plus,Q3 2026,11,4,36.4
BEN-001607,Plus,Q2 2026,8,6,75.0
BEN-001607,Plus,Q3 2026,13,6,46.2
BEN-001608,Plus,Q2 2026,9,9,100.0
BEN-001608,Plus,Q3 2026,7,6,85.7
BEN-001609,Plus,Q1 2025,11,11,100.0
BEN-001609,Plus,Q2 2025,11,8,72.7
BEN-001613,Plus,Q2 2026,6,3,50.0
BEN-001613,Plus,Q3 2026,14,7,50.0
BEN-001616,Plus,Q2 2026,7,7,100.0
BEN-001616,Plus,Q3 2026,9,4,44.4
BEN-001617,Plus,Q3 2025,7,7,100.0
BEN-001617,Plus,Q4 2025,7,6,85.7
BEN-001617,Plus,Q1 2026,7,7,100.0
BEN-001617,Plus,Q2 2026,11,9,81.8
BEN-001619,Plus,Q3 2025,8,6,75.0
BEN-001619,Plus,Q4 2025,6,5,83.3
BEN-001620,Plus,Q2 2025,7,5,71.4
BEN-001620,Plus,Q3 2025,13,10,76.9
BEN-001621,Plus,Q3 2026,14,8,57.1
BEN-001625,Plus,Q3 2026,11,5,45.5
BEN-001626,Plus,Q2 2025,6,6,100.0
BEN-001626,Plus,Q3 2025,7,5,71.4
BEN-001628,Plus,Q1 2025,8,8,100.0
BEN-001628,Plus,Q2 2025,6,5,83.3
BEN-001637,Plus,Q3 2025,12,11,91.7
BEN-001637,Plus,Q4 2025,10,8,80.0
BEN-001637,Plus,Q1 2026,13,13,100.0
BEN-001638,Plus,Q2 2026,14,7,50.0
BEN-001638,Plus,Q3 2026,9,4,44.4
BEN-001640,Plus,Q1 2026,12,10,83.3
BEN-001640,Plus,Q2 2026,7,6,85.7
BEN-001640,Plus,Q3 2026,9,8,88.9
BEN-001641,Plus,Q3 2026,11,5,45.5
BEN-001643,Plus,Q3 2025,9,6,66.7
BEN-001643,Plus,Q4 2025,12,10,83.3
BEN-001643,Plus,Q1 2026,7,5,71.4
BEN-001648,Plus,Q3 2025,10,7,70.0
BEN-001648,Plus,Q4 2025,7,6,85.7
BEN-001648,Plus,Q1 2026,11,9,81.8
BEN-001652,Plus,Q1 2026,13,10,76.9
BEN-001652,Plus,Q2 2026,10,10,100.0
BEN-001653,Plus,Q3 2026,9,4,44.4
BEN-001654,Plus,Q3 2026,12,5,41.7
BEN-001655,Plus,Q2 2026,14,11,78.6
BEN-001655,Plus,Q3 2026,11,6,54.5
BEN-001656,Plus,Q1 2026,10,8,80.0
BEN-001656,Plus,Q2 2026,6,4,66.7
BEN-001656,Plus,Q3 2026,13,7,53.8
BEN-001665,Plus,Q3 2026,10,4,40.0
BEN-001666,Plus,Q2 2025,12,10,83.3
BEN-001666,Plus,Q3 2025,7,5,71.4
BEN-001667,Plus,Q3 2025,6,5,83.3
BEN-001667,Plus,Q4 2025,6,5,83.3
BEN-001667,Plus,Q1 2026,12,10,83.3
BEN-001667,Plus,Q2 2026,13,10,76.9
BEN-001668,Plus,Q2 2026,6,5,83.3
BEN-001668,Plus,Q3 2026,8,6,75.0
BEN-001671,Plus,Q2 2025,11,9,81.8
BEN-001671,Plus,Q3 2025,7,6,85.7
BEN-001671,Plus,Q4 2025,11,6,54.5
BEN-001672,Plus,Q3 2026,10,6,60.0
BEN-001676,Plus,Q1 2025,12,7,58.3
BEN-001676,Plus,Q2 2025,13,7,53.8
BEN-001679,Plus,Q3 2026,6,3,50.0
BEN-001680,Plus,Q2 2026,10,7,70.0
BEN-001680,Plus,Q3 2026,7,7,100.0
BEN-001682,Plus,Q2 2026,11,9,81.8
BEN-001682,Plus,Q3 2026,8,3,37.5
BEN-001685,Plus,Q3 2026,12,6,50.0
BEN-001686,Plus,Q3 2025,9,9,100.0
BEN-001686,Plus,Q4 2025,7,6,85.7
BEN-001686,Plus,Q1 2026,12,11,91.7
BEN-001691,Plus,Q2 2026,12,9,75.0
BEN-001691,Plus,Q3 2026,9,4,44.4
BEN-001694,Plus,Q1 2026,14,9,64.3
BEN-001694,Plus,Q2 2026,10,6,60.0
BEN-001694,Plus,Q3 2026,7,3,42.9
BEN-001695,Plus,Q4 2025,14,13,92.9
BEN-001695,Plus,Q1 2026,6,6,100.0
BEN-001695,Plus,Q2 2026,12,9,75.0
BEN-001699,Plus,Q2 2025,6,6,100.0
BEN-001699,Plus,Q3 2025,8,8,100.0
BEN-001699,Plus,Q4 2025,11,8,72.7
BEN-001702,Plus,Q3 2025,7,6,85.7
BEN-001702,Plus,Q4 2025,7,6,85.7
BEN-001702,Plus,Q1 2026,6,6,100.0
BEN-001702,Plus,Q2 2026,10,10,100.0
BEN-001703,Plus,Q2 2025,8,6,75.0
BEN-001703,Plus,Q3 2025,6,5,83.3
BEN-001703,Plus,Q4 2025,11,9,81.8
BEN-001703,Plus,Q1 2026,12,12,100.0
BEN-001704,Plus,Q2 2026,8,7,87.5
BEN-001704,Plus,Q3 2026,11,6,54.5
BEN-001705,Plus,Q3 2026,11,4,36.4
BEN-001706,Plus,Q4 2025,13,9,69.2
BEN-001706,Plus,Q1 2026,12,11,91.7
BEN-001706,Plus,Q2 2026,13,10,76.9
BEN-001707,Plus,Q4 2025,7,5,71.4
BEN-001707,Plus,Q1 2026,10,8,80.0
BEN-001707,Plus,Q2 2026,11,8,72.7
BEN-001708,Plus,Q2 2026,13,7,53.8
BEN-001708,Plus,Q3 2026,12,6,50.0
BEN-001712,Plus,Q2 2026,7,4,57.1
BEN-001712,Plus,Q3 2026,13,5,38.5
BEN-001713,Plus,Q2 2025,10,9,90.0
BEN-001713,Plus,Q3 2025,14,8,57.1
BEN-001714,Plus,Q3 2026,6,2,33.3
BEN-001716,Plus,Q3 2026,14,4,28.6
BEN-001722,Plus,Q4 2025,10,9,90.0
BEN-001722,Plus,Q1 2026,10,6,60.0
BEN-001722,Plus,Q2 2026,6,3,50.0
BEN-001723,Plus,Q4 2025,10,9,90.0
BEN-001723,Plus,Q1 2026,7,6,85.7
BEN-001723,Plus,Q2 2026,7,7,100.0
BEN-001725,Plus,Q3 2026,8,4,50.0
BEN-001730,Plus,Q2 2025,11,10,90.9
BEN-001730,Plus,Q3 2025,10,9,90.0
BEN-001731,Plus,Q3 2026,9,4,44.4
BEN-001736,Plus,Q3 2025,7,6,85.7
BEN-001736,Plus,Q4 2025,13,9,69.2
BEN-001737,Plus,Q2 2026,11,6,54.5
BEN-001737,Plus,Q3 2026,9,5,55.6
BEN-001738,Plus,Q2 2026,6,4,66.7
BEN-001738,Plus,Q3 2026,9,5,55.6
BEN-001739,Plus,Q3 2026,8,4,50.0
BEN-001744,Plus,Q3 2026,13,6,46.2
BEN-001745,Plus,Q3 2026,13,7,53.8
BEN-001746,Plus,Q1 2026,13,9,69.2
BEN-001746,Plus,Q2 2026,7,6,85.7
BEN-001749,Plus,Q4 2025,9,9,100.0
BEN-001749,Plus,Q1 2026,12,11,91.7
BEN-001749,Plus,Q2 2026,7,5,71.4
BEN-001755,Plus,Q3 2026,10,5,50.0
BEN-001756,Plus,Q3 2025,10,9,90.0
BEN-001756,Plus,Q4 2025,6,6,100.0
BEN-001756,Plus,Q1 2026,10,9,90.0
BEN-001756,Plus,Q2 2026,6,4,66.7
BEN-001757,Plus,Q4 2025,7,6,85.7
BEN-001757,Plus,Q1 2026,13,12,92.3
BEN-001757,Plus,Q2 2026,10,7,70.0
BEN-001757,Plus,Q3 2026,8,5,62.5
BEN-001759,Plus,Q3 2026,8,3,37.5
BEN-001760,Plus,Q2 2026,11,7,63.6
BEN-001760,Plus,Q3 2026,9,4,44.4
BEN-001764,Plus,Q3 2026,8,3,37.5
BEN-001765,Plus,Q3 2026,12,7,58.3
BEN-001766,Plus,Q4 2025,10,7,70.0
BEN-001766,Plus,Q1 2026,13,13,100.0
BEN-001766,Plus,Q2 2026,7,7,100.0
BEN-001767,Plus,Q3 2026,9,5,55.6
BEN-001770,Plus,Q1 2025,7,7,100.0
BEN-001770,Plus,Q2 2025,8,8,100.0
BEN-001772,Plus,Q1 2026,11,8,72.7
BEN-001772,Plus,Q2 2026,14,12,85.7
BEN-001772,Plus,Q3 2026,14,11,78.6
BEN-001779,Plus,Q2 2025,6,5,83.3
BEN-001779,Plus,Q3 2025,7,7,100.0
BEN-001779,Plus,Q4 2025,11,11,100.0
BEN-001781,Plus,Q1 2026,14,10,71.4
BEN-001781,Plus,Q2 2026,10,7,70.0
BEN-001782,Plus,Q3 2026,12,7,58.3
BEN-001786,Plus,Q2 2026,11,8,72.7
BEN-001786,Plus,Q3 2026,8,3,37.5
BEN-001787,Plus,Q3 2026,9,5,55.6
BEN-001788,Plus,Q2 2026,14,12,85.7
BEN-001788,Plus,Q3 2026,10,8,80.0
BEN-001791,Plus,Q3 2026,13,4,30.8
BEN-001792,Plus,Q3 2026,9,4,44.4
BEN-001797,Plus,Q1 2026,8,7,87.5
BEN-001797,Plus,Q2 2026,14,14,100.0
BEN-001802,Plus,Q1 2026,10,8,80.0
BEN-001802,Plus,Q2 2026,8,6,75.0
BEN-001802,Plus,Q3 2026,14,8,57.1
BEN-001805,Plus,Q1 2026,12,8,66.7
BEN-001805,Plus,Q2 2026,6,3,50.0
BEN-001805,Plus,Q3 2026,10,5,50.0
BEN-001806,Plus,Q3 2026,8,3,37.5
BEN-001808,Plus,Q3 2026,12,5,41.7
BEN-001810,Plus,Q2 2026,9,6,66.7
BEN-001810,Plus,Q3 2026,6,2,33.3
BEN-001811,Plus,Q1 2026,9,5,55.6
BEN-001811,Plus,Q2 2026,9,7,77.8
BEN-001811,Plus,Q3 2026,11,4,36.4
BEN-001812,Plus,Q2 2026,11,8,72.7
BEN-001812,Plus,Q3 2026,10,6,60.0
BEN-001813,Plus,Q1 2025,12,10,83.3
BEN-001813,Plus,Q2 2025,14,10,71.4
BEN-001814,Plus,Q3 2026,13,5,38.5
BEN-001817,Plus,Q3 2026,6,2,33.3
BEN-001822,Plus,Q3 2026,9,4,44.4
BEN-001824,Plus,Q1 2026,7,4,57.1
BEN-001824,Plus,Q2 2026,13,7,53.8
BEN-001825,Plus,Q2 2026,12,11,91.7
BEN-001825,Plus,Q3 2026,7,2,28.6
BEN-001827,Plus,Q3 2026,13,7,53.8
BEN-001829,Plus,Q1 2026,6,5,83.3
BEN-001829,Plus,Q2 2026,10,9,90.0
BEN-001833,Plus,Q3 2026,14,7,50.0
BEN-001834,Plus,Q1 2026,12,11,91.7
BEN-001834,Plus,Q2 2026,13,9,69.2
BEN-001834,Plus,Q3 2026,12,6,50.0
BEN-001835,Plus,Q1 2025,6,5,83.3
BEN-001835,Plus,Q2 2025,10,10,100.0
BEN-001835,Plus,Q3 2025,10,10,100.0
BEN-001835,Plus,Q4 2025,7,5,71.4
BEN-001836,Plus,Q3 2026,13,5,38.5
BEN-001839,Plus,Q1 2026,10,8,80.0
BEN-001839,Plus,Q2 2026,11,9,81.8
BEN-001839,Plus,Q3 2026,8,6,75.0
BEN-001840,Plus,Q2 2026,10,6,60.0
BEN-001840,Plus,Q3 2026,6,3,50.0
BEN-001843,Plus,Q1 2026,11,8,72.7
BEN-001843,Plus,Q2 2026,11,9,81.8
BEN-001843,Plus,Q3 2026,13,11,84.6
BEN-001847,Plus,Q2 2025,11,10,90.9
BEN-001847,Plus,Q3 2025,6,4,66.7
BEN-001847,Plus,Q4 2025,6,5,83.3
BEN-001847,Plus,Q1 2026,12,11,91.7
BEN-001849,Plus,Q3 2026,6,3,50.0
