beneficiary_id,program,reporting_period,outcome_type,outcome_status,employment_status,completion_status
BEN-005306,Plus,Q3 2025,Employment,active,Self-Employed,Completed
BEN-005310,Plus,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-005324,Plus,Q3 2025,Employment,active,Unemployed,Completed
BEN-005328,Plus,Q4 2025,Education,achieved,In Training,Completed
BEN-005337,Plus,Q4 2025,Community Impact,active,Unemployed,Completed
BEN-005338,Plus,Q3 2025,Education,active,Employed,Completed
BEN-005343,Plus,Q1 2025,Employment,achieved,Employed,Completed
BEN-005346,Plus,Q1 2026,Entrepreneurship,not_achieved,Employed,Completed
BEN-005349,Plus,Q1 2025,Education,active,Employed,Completed
BEN-005350,Plus,Q3 2025,Education,achieved,Unemployed,Completed
BEN-005365,Plus,Q1 2026,Education,achieved,In Training,Completed
BEN-005377,Plus,Q1 2025,Education,not_achieved,Self-Employed,Completed
BEN-005379,Plus,Q2 2025,Entrepreneurship,active,Employed,Completed
BEN-005383,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-005384,Plus,Q2 2026,Employment,achieved,Employed,Completed
BEN-005386,Plus,Q1 2026,Community Impact,achieved,Employed,Completed
BEN-005393,Plus,Q4 2025,Education,achieved,Unemployed,Completed
BEN-005403,Plus,Q2 2025,Education,achieved,In Training,Completed
BEN-005410,Plus,Q4 2025,Employment,active,Employed,Completed
BEN-005411,Plus,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-005413,Plus,Q1 2025,Community Impact,achieved,Employed,Completed
BEN-005416,Plus,Q2 2026,Education,achieved,Unemployed,Completed
BEN-005417,Plus,Q2 2025,Employment,active,Unemployed,Completed
BEN-005423,Plus,Q3 2025,Employment,not_achieved,Unemployed,Completed
BEN-005426,Plus,Q1 2026,Entrepreneurship,not_achieved,Self-Employed,Completed
BEN-005430,Plus,Q2 2026,Community Impact,active,Employed,Completed
BEN-005434,Plus,Q4 2025,Education,active,Employed,Completed
BEN-005449,Plus,Q1 2025,Employment,active,Unemployed,Completed
BEN-005456,Plus,Q4 2025,Education,active,Unemployed,Completed
BEN-005467,Plus,Q4 2025,Employment,not_achieved,Employed,Completed
BEN-005479,Plus,Q3 2025,Community Impact,achieved,Unemployed,Completed
BEN-005483,Plus,Q2 2025,Community Impact,active,Unemployed,Completed
BEN-005492,Plus,Q4 2025,Education,achieved,Unemployed,Completed
BEN-005501,Plus,Q2 2026,Employment,achieved,Employed,Completed
BEN-005520,Plus,Q3 2025,Employment,active,Self-Employed,Completed
BEN-005524,Plus,Q3 2025,Education,achieved,Unemployed,Completed
BEN-005529,Plus,Q4 2025,Employment,not_achieved,Employed,Completed
BEN-005531,Plus,Q2 2025,Community Impact,achieved,Employed,Completed
BEN-005532,Plus,Q2 2025,Employment,achieved,Employed,Completed
BEN-005537,Plus,Q2 2025,Entrepreneurship,active,Employed,Completed
BEN-005538,Plus,Q1 2026,Community Impact,achieved,Self-Employed,Completed
BEN-005544,Plus,Q2 2026,Education,achieved,Unemployed,Completed
BEN-005551,Plus,Q1 2026,Education,active,Employed,Completed
BEN-005558,Plus,Q4 2025,Education,achieved,Unemployed,Completed
BEN-005560,Plus,Q4 2025,Community Impact,not_achieved,Self-Employed,Completed
BEN-005561,Plus,Q2 2025,Employment,active,Unemployed,Completed
BEN-005566,Plus,Q4 2025,Community Impact,active,Unemployed,Completed
BEN-005570,Plus,Q1 2025,Employment,achieved,Employed,Completed
BEN-005582,Plus,Q4 2025,Community Impact,active,Self-Employed,Completed
BEN-005584,Plus,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-005586,Plus,Q1 2026,Entrepreneurship,active,Employed,Completed
BEN-005588,Plus,Q4 2025,Community Impact,active,Unemployed,Completed
BEN-005590,Plus,Q4 2025,Education,achieved,Unemployed,Completed
BEN-005599,Plus,Q2 2025,Education,not_achieved,Unemployed,Completed
BEN-005605,Plus,Q3 2025,Entrepreneurship,active,Employed,Completed
BEN-005610,Plus,Q4 2025,Employment,active,Unemployed,Completed
BEN-005611,Plus,Q3 2025,Community Impact,active,Self-Employed,Completed
BEN-005614,Plus,Q2 2025,Community Impact,active,Unemployed,Completed
BEN-005618,Plus,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-005631,Plus,Q4 2025,Education,not_achieved,Unemployed,Completed
BEN-005644,Plus,Q1 2026,Community Impact,active,Self-Employed,Completed
BEN-005645,Plus,Q3 2025,Education,active,Unemployed,Completed
BEN-005650,Plus,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-005653,Plus,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-005661,Plus,Q2 2026,Community Impact,achieved,Employed,Completed
BEN-005663,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-005682,Plus,Q2 2026,Education,achieved,Unemployed,Completed
BEN-005686,Plus,Q2 2025,Community Impact,achieved,Unemployed,Completed
BEN-005695,Plus,Q2 2025,Employment,achieved,Employed,Completed
BEN-005706,Plus,Q3 2025,Employment,active,Self-Employed,Completed
BEN-005709,Plus,Q1 2025,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-005710,Plus,Q1 2026,Education,achieved,Unemployed,Completed
BEN-005725,Plus,Q1 2025,Education,active,Unemployed,Completed
BEN-005751,Plus,Q2 2026,Employment,active,Employed,Completed
BEN-005776,Plus,Q4 2025,Community Impact,achieved,Employed,Completed
BEN-005778,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-005782,Plus,Q1 2025,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-005783,Plus,Q1 2026,Community Impact,achieved,Employed,Completed
BEN-005786,Plus,Q2 2025,Community Impact,achieved,Unemployed,Completed
BEN-005791,Plus,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-005799,Plus,Q2 2025,Employment,achieved,Employed,Completed
BEN-005801,Plus,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-005808,Plus,Q2 2025,Education,achieved,In Training,Completed
BEN-005823,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-005827,Plus,Q2 2026,Employment,not_achieved,Self-Employed,Completed
BEN-005833,Plus,Q3 2025,Employment,active,Employed,Completed
BEN-005834,Plus,Q1 2025,Education,active,Unemployed,Completed
BEN-005835,Plus,Q1 2026,Education,active,Unemployed,Completed
BEN-005837,Plus,Q2 2025,Employment,achieved,Employed,Completed
BEN-005850,Plus,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-005860,Plus,Q1 2025,Community Impact,achieved,Employed,Completed
BEN-005865,Plus,Q3 2025,Education,achieved,Unemployed,Completed
BEN-005867,Plus,Q2 2025,Education,active,Employed,Completed
BEN-005871,Plus,Q2 2025,Community Impact,achieved,Unemployed,Completed
BEN-005873,Plus,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-005881,Plus,Q3 2025,Education,achieved,Unemployed,Completed
BEN-005885,Plus,Q2 2025,Entrepreneurship,active,Unemployed,Completed
BEN-005886,Plus,Q2 2025,Employment,active,Employed,Completed
BEN-005895,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-005906,Plus,Q1 2026,Employment,active,Self-Employed,Completed
BEN-005918,Plus,Q2 2026,Education,active,Employed,Completed
BEN-005921,Plus,Q2 2025,Employment,achieved,Employed,Completed
BEN-005929,Plus,Q1 2026,Entrepreneurship,active,Unemployed,Completed
BEN-005936,Plus,Q1 2026,Employment,active,Unemployed,Completed
BEN-005939,Plus,Q2 2025,Community Impact,not_achieved,Self-Employed,Completed
BEN-005940,Plus,Q2 2025,Education,achieved,Unemployed,Completed
BEN-005945,Plus,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-005957,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-005958,Plus,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-005960,Plus,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-005972,Plus,Q3 2025,Education,not_achieved,Self-Employed,Completed
BEN-005973,Plus,Q4 2025,Education,achieved,Unemployed,Completed
BEN-005975,Plus,Q4 2025,Community Impact,achieved,Unemployed,Completed
BEN-005977,Plus,Q2 2026,Employment,achieved,Employed,Completed
BEN-005981,Plus,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-005982,Plus,Q4 2025,Education,achieved,Unemployed,Completed
BEN-005983,Plus,Q4 2025,Entrepreneurship,not_achieved,Employed,Completed
BEN-005984,Plus,Q1 2025,Community Impact,active,Unemployed,Completed
BEN-005986,Plus,Q2 2025,Employment,achieved,Employed,Completed
BEN-005988,Plus,Q3 2025,Education,achieved,Unemployed,Completed
BEN-005992,Plus,Q1 2025,Employment,achieved,Employed,Completed
BEN-006001,Plus,Q4 2025,Community Impact,active,Self-Employed,Completed
BEN-006002,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-006003,Plus,Q4 2025,Education,active,Unemployed,Completed
BEN-006005,Plus,Q1 2026,Entrepreneurship,active,Self-Employed,Completed
BEN-006007,Plus,Q2 2026,Employment,active,Self-Employed,Completed
BEN-006020,Plus,Q2 2025,Education,achieved,In Training,Completed
BEN-006023,Plus,Q4 2025,Employment,not_achieved,Unemployed,Completed
BEN-006025,Plus,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-006026,Plus,Q2 2026,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-006027,Plus,Q4 2025,Employment,active,Unemployed,Completed
BEN-006034,Plus,Q1 2026,Community Impact,not_achieved,Unemployed,Completed
BEN-006041,Plus,Q3 2025,Community Impact,active,Unemployed,Completed
BEN-006047,Plus,Q4 2025,Entrepreneurship,active,Unemployed,Completed
BEN-006048,Plus,Q4 2025,Entrepreneurship,active,Employed,Completed
BEN-006049,Plus,Q3 2025,Education,active,Unemployed,Completed
BEN-006052,Plus,Q3 2025,Education,not_achieved,Unemployed,Completed
BEN-006065,Plus,Q1 2025,Education,active,Employed,Completed
BEN-006068,Plus,Q2 2025,Employment,achieved,Employed,Completed
BEN-006086,Plus,Q3 2025,Education,achieved,In Training,Completed
BEN-006088,Plus,Q1 2026,Education,active,Unemployed,Completed
BEN-006089,Plus,Q1 2025,Employment,achieved,Employed,Completed
BEN-006112,Plus,Q2 2025,Employment,active,Unemployed,Completed
BEN-006115,Plus,Q2 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-006116,Plus,Q3 2025,Education,achieved,In Training,Completed
BEN-006119,Plus,Q1 2026,Entrepreneurship,active,Self-Employed,Completed
BEN-006123,Plus,Q2 2026,Community Impact,active,Employed,Completed
BEN-006136,Plus,Q3 2025,Education,achieved,In Training,Completed
BEN-006143,Plus,Q4 2025,Education,active,Unemployed,Completed
BEN-006148,Plus,Q3 2025,Community Impact,achieved,Employed,Completed
BEN-006152,Plus,Q2 2025,Employment,active,Unemployed,Completed
BEN-006158,Plus,Q1 2025,Community Impact,achieved,Employed,Completed
BEN-006165,Plus,Q4 2025,Community Impact,not_achieved,Employed,Completed
BEN-006167,Plus,Q3 2025,Community Impact,achieved,Self-Employed,Completed
BEN-006168,Plus,Q1 2026,Community Impact,not_achieved,Self-Employed,Completed
BEN-006173,Plus,Q3 2025,Community Impact,not_achieved,Employed,Completed
BEN-006179,Plus,Q3 2025,Employment,active,Unemployed,Completed
BEN-006193,Plus,Q3 2025,Employment,active,Employed,Completed
BEN-006201,Plus,Q1 2026,Community Impact,active,Unemployed,Completed
BEN-006206,Plus,Q4 2025,Employment,not_achieved,Unemployed,Completed
BEN-006215,Plus,Q4 2025,Entrepreneurship,active,Unemployed,Completed
BEN-006239,Plus,Q1 2025,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-006240,Plus,Q4 2025,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-006249,Plus,Q2 2025,Education,achieved,Unemployed,Completed
BEN-006252,Plus,Q4 2025,Education,active,Unemployed,Completed
BEN-006260,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-006264,Plus,Q3 2025,Education,active,Unemployed,Completed
BEN-006279,Plus,Q4 2025,Community Impact,active,Employed,Completed
BEN-006282,Plus,Q4 2025,Community Impact,achieved,Self-Employed,Completed
BEN-006284,Plus,Q1 2026,Entrepreneurship,active,Unemployed,Completed
BEN-006295,Plus,Q4 2025,Education,achieved,In Training,Completed
BEN-006296,Plus,Q2 2025,Education,achieved,Unemployed,Completed
BEN-006298,Plus,Q2 2025,Employment,achieved,Employed,Completed
BEN-006303,Plus,Q4 2025,Employment,not_achieved,Employed,Completed
BEN-006304,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-006323,Plus,Q3 2025,Community Impact,achieved,Employed,Completed
BEN-006325,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-006336,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-006338,Plus,Q2 2026,Education,achieved,Unemployed,Completed
BEN-006346,Plus,Q1 2025,Employment,not_achieved,Self-Employed,Completed
BEN-006347,Plus,Q3 2025,Education,achieved,Unemployed,Completed
BEN-006349,Plus,Q2 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-006350,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-006362,Plus,Q2 2026,Entrepreneurship,not_achieved,Self-Employed,Completed
BEN-006363,Plus,Q2 2026,Education,active,Self-Employed,Completed
BEN-006369,Plus,Q3 2025,Education,achieved,In Training,Completed
BEN-006372,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-006378,Plus,Q3 2025,Education,achieved,In Training,Completed
BEN-006392,Plus,Q4 2025,Education,active,Employed,Completed
BEN-006395,Plus,Q4 2025,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-006399,Plus,Q4 2025,Community Impact,active,Unemployed,Completed
BEN-006403,Plus,Q2 2025,Entrepreneurship,not_achieved,Self-Employed,Completed
BEN-006413,Plus,Q4 2025,Education,achieved,Unemployed,Completed
BEN-006416,Plus,Q4 2025,Education,achieved,Unemployed,Completed
BEN-006429,Plus,Q4 2025,Community Impact,active,Unemployed,Completed
BEN-006434,Plus,Q3 2025,Employment,active,Self-Employed,Completed
BEN-006441,Plus,Q4 2025,Education,not_achieved,Self-Employed,Completed
BEN-006444,Plus,Q2 2026,Entrepreneurship,not_achieved,Employed,Completed
BEN-006450,Plus,Q2 2026,Employment,achieved,Employed,Completed
BEN-006453,Plus,Q2 2026,Employment,achieved,Employed,Completed
BEN-006454,Plus,Q2 2026,Education,active,Employed,Completed
BEN-006456,Plus,Q1 2026,Employment,not_achieved,Unemployed,Completed
BEN-006457,Plus,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-006461,Plus,Q4 2025,Education,achieved,In Training,Completed
BEN-006463,Plus,Q2 2025,Education,achieved,In Training,Completed
BEN-006468,Plus,Q1 2025,Employment,achieved,Employed,Completed
BEN-006481,Plus,Q2 2025,Education,achieved,In Training,Completed
BEN-006482,Plus,Q1 2026,Education,achieved,In Training,Completed
BEN-006484,Plus,Q4 2025,Employment,active,Unemployed,Completed
BEN-006491,Plus,Q1 2025,Employment,achieved,Employed,Completed
BEN-006493,Plus,Q3 2025,Community Impact,achieved,Unemployed,Completed
BEN-006495,Plus,Q4 2025,Education,active,Self-Employed,Completed
BEN-006503,Plus,Q2 2025,Employment,active,Self-Employed,Completed
BEN-006522,Plus,Q2 2025,Employment,achieved,Employed,Completed
BEN-006527,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-006530,Plus,Q4 2025,Community Impact,active,Self-Employed,Completed
BEN-006533,Plus,Q4 2025,Education,not_achieved,Self-Employed,Completed
BEN-006538,Plus,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-006539,Plus,Q4 2025,Community Impact,active,Self-Employed,Completed
BEN-006540,Plus,Q1 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-006541,Plus,Q1 2026,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-006543,Plus,Q3 2025,Community Impact,not_achieved,Self-Employed,Completed
BEN-006544,Plus,Q3 2025,Entrepreneurship,active,Employed,Completed
BEN-006553,Plus,Q4 2025,Education,active,Unemployed,Completed
BEN-006555,Plus,Q2 2025,Employment,achieved,Employed,Completed
BEN-006558,Plus,Q2 2026,Education,not_achieved,Employed,Completed
BEN-006572,Plus,Q1 2026,Entrepreneurship,active,Unemployed,Completed
BEN-006573,Plus,Q2 2026,Community Impact,not_achieved,Unemployed,Completed
BEN-006575,Plus,Q3 2025,Employment,active,Unemployed,Completed
BEN-006576,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-006585,Plus,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-006588,Plus,Q1 2025,Education,achieved,In Training,Completed
BEN-006589,Plus,Q3 2025,Education,achieved,Unemployed,Completed
BEN-006592,Plus,Q1 2026,Community Impact,achieved,Employed,Completed
BEN-006594,Plus,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-006600,Plus,Q4 2025,Education,not_achieved,Unemployed,Completed
BEN-006601,Plus,Q4 2025,Education,active,Unemployed,Completed
BEN-006603,Plus,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-006617,Plus,Q2 2026,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-006626,Plus,Q1 2025,Community Impact,achieved,Employed,Completed
BEN-006627,Plus,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-006637,Plus,Q1 2025,Education,achieved,In Training,Completed
BEN-006639,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-006656,Plus,Q2 2025,Community Impact,achieved,Unemployed,Completed
BEN-006658,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-006663,Plus,Q4 2025,Entrepreneurship,not_achieved,Employed,Completed
BEN-006667,Plus,Q2 2026,Employment,active,Self-Employed,Completed
BEN-006670,Plus,Q3 2025,Education,not_achieved,Unemployed,Completed
BEN-006680,Plus,Q3 2025,Employment,active,Unemployed,Completed
BEN-006686,Plus,Q1 2026,Community Impact,achieved,Employed,Completed
BEN-006690,Plus,Q3 2025,Education,achieved,In Training,Completed
BEN-006704,Plus,Q1 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-006713,Plus,Q3 2025,Education,achieved,In Training,Completed
BEN-006722,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-006723,Plus,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-006730,Plus,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-006733,Plus,Q4 2025,Education,not_achieved,Self-Employed,Completed
BEN-006746,Plus,Q4 2025,Employment,active,Self-Employed,Completed
BEN-006750,Plus,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-006753,Plus,Q1 2025,Community Impact,active,Unemployed,Completed
BEN-006764,Plus,Q1 2026,Education,achieved,Unemployed,Completed
BEN-006780,Plus,Q2 2026,Community Impact,active,Employed,Completed
BEN-006784,Plus,Q2 2025,Community Impact,achieved,Self-Employed,Completed
BEN-006785,Plus,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-006803,Plus,Q2 2026,Community Impact,active,Self-Employed,Completed
BEN-006814,Plus,Q4 2025,Employment,active,Self-Employed,Completed
BEN-006831,Plus,Q2 2026,Employment,active,Unemployed,Completed
BEN-006840,Plus,Q2 2026,Employment,achieved,Employed,Completed
BEN-006847,Plus,Q1 2025,Education,not_achieved,Self-Employed,Completed
BEN-006850,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-006851,Plus,Q1 2026,Education,active,Self-Employed,Completed
BEN-006853,Plus,Q3 2025,Education,achieved,Unemployed,Completed
BEN-006859,Plus,Q1 2025,Community Impact,active,Unemployed,Completed
BEN-006861,Plus,Q1 2025,Employment,achieved,Employed,Completed
BEN-006876,Plus,Q1 2025,Education,achieved,Unemployed,Completed
BEN-006900,Plus,Q1 2026,Education,active,Employed,Completed
BEN-006908,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-006917,Plus,Q1 2026,Employment,not_achieved,Self-Employed,Completed
BEN-006918,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-006922,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-006935,Plus,Q4 2025,Entrepreneurship,active,Unemployed,Completed
BEN-006938,Plus,Q2 2025,Education,achieved,In Training,Completed
BEN-006939,Plus,Q1 2026,Education,achieved,In Training,Completed
BEN-006940,Plus,Q4 2025,Employment,active,Self-Employed,Completed
BEN-006947,Plus,Q2 2026,Employment,not_achieved,Self-Employed,Completed
BEN-006954,Plus,Q2 2025,Community Impact,achieved,Self-Employed,Completed
BEN-006979,Plus,Q2 2025,Education,achieved,Unemployed,Completed
BEN-006981,Plus,Q2 2025,Community Impact,achieved,Unemployed,Completed
BEN-006982,Plus,Q2 2026,Employment,achieved,Employed,Completed
BEN-006997,Plus,Q2 2025,Education,active,Self-Employed,Completed
BEN-006998,Plus,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007006,Plus,Q1 2026,Community Impact,active,Self-Employed,Completed
BEN-007010,Plus,Q1 2025,Employment,active,Employed,Completed
BEN-007016,Plus,Q4 2025,Entrepreneurship,active,Unemployed,Completed
BEN-007028,Plus,Q3 2025,Education,not_achieved,Self-Employed,Completed
BEN-007029,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-007032,Plus,Q1 2026,Employment,active,Self-Employed,Completed
BEN-007035,Plus,Q4 2025,Education,achieved,In Training,Completed
BEN-007052,Plus,Q2 2026,Employment,achieved,Employed,Completed
BEN-007067,Plus,Q1 2026,Employment,active,Employed,Completed
BEN-007076,Plus,Q4 2025,Education,not_achieved,Self-Employed,Completed
BEN-007078,Plus,Q4 2025,Employment,active,Unemployed,Completed
BEN-007080,Plus,Q3 2025,Education,achieved,In Training,Completed
BEN-007081,Plus,Q1 2026,Employment,active,Unemployed,Completed
BEN-007087,Plus,Q1 2025,Employment,achieved,Employed,Completed
BEN-007091,Plus,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007097,Plus,Q4 2025,Community Impact,achieved,Unemployed,Completed
BEN-007099,Plus,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007106,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-007107,Plus,Q3 2025,Community Impact,achieved,Self-Employed,Completed
BEN-007109,Plus,Q3 2025,Community Impact,active,Unemployed,Completed
BEN-007112,Plus,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007121,Plus,Q4 2025,Education,active,Self-Employed,Completed
BEN-007122,Plus,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007123,Plus,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007135,Plus,Q1 2026,Education,achieved,Unemployed,Completed
BEN-007146,Plus,Q1 2026,Education,achieved,Unemployed,Completed
BEN-007166,Plus,Q2 2025,Education,achieved,Unemployed,Completed
BEN-007195,Plus,Q1 2025,Education,not_achieved,Unemployed,Completed
BEN-007227,Plus,Q1 2026,Education,achieved,In Training,Completed
BEN-007228,Plus,Q3 2025,Education,active,Unemployed,Completed
BEN-007232,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-007233,Plus,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007235,Plus,Q4 2025,Education,achieved,In Training,Completed
BEN-007237,Plus,Q2 2025,Employment,achieved,Employed,Completed
BEN-007238,Plus,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007244,Plus,Q1 2026,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-007249,Plus,Q3 2025,Community Impact,achieved,Unemployed,Completed
BEN-007250,Plus,Q1 2026,Community Impact,achieved,Employed,Completed
BEN-007254,Plus,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007261,Plus,Q2 2025,Employment,achieved,Employed,Completed
BEN-007264,Plus,Q1 2025,Community Impact,achieved,Employed,Completed
BEN-007272,Plus,Q3 2025,Entrepreneurship,active,Unemployed,Completed
BEN-007273,Plus,Q1 2026,Community Impact,achieved,Unemployed,Completed
BEN-007277,Plus,Q3 2025,Community Impact,achieved,Unemployed,Completed
BEN-007285,Plus,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007288,Plus,Q2 2025,Community Impact,achieved,Employed,Completed
BEN-007292,Plus,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007295,Plus,Q2 2025,Education,not_achieved,Self-Employed,Completed
BEN-007296,Plus,Q1 2026,Education,achieved,Unemployed,Completed
BEN-007297,Plus,Q1 2025,Education,achieved,In Training,Completed
BEN-007301,Plus,Q3 2025,Community Impact,not_achieved,Self-Employed,Completed
BEN-007305,Plus,Q4 2025,Employment,active,Unemployed,Completed
BEN-007308,Plus,Q3 2025,Community Impact,not_achieved,Employed,Completed
BEN-007313,Plus,Q2 2026,Entrepreneurship,active,Unemployed,Completed
BEN-007314,Plus,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007318,Plus,Q3 2025,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-007322,Plus,Q1 2025,Employment,achieved,Employed,Completed
BEN-007326,Plus,Q2 2026,Community Impact,achieved,Self-Employed,Completed
BEN-007330,Plus,Q1 2025,Employment,achieved,Employed,Completed
BEN-007331,Plus,Q1 2026,Employment,active,Self-Employed,Completed
BEN-007333,Plus,Q1 2026,Education,achieved,In Training,Completed
BEN-007346,Plus,Q2 2025,Entrepreneurship,active,Self-Employed,Completed
BEN-007347,Plus,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007349,Plus,Q4 2025,Education,achieved,Unemployed,Completed
BEN-007350,Plus,Q2 2025,Employment,active,Unemployed,Completed
BEN-007363,Plus,Q1 2026,Education,achieved,Unemployed,Completed
BEN-007367,Plus,Q1 2026,Community Impact,active,Self-Employed,Completed
BEN-007369,Plus,Q2 2025,Education,active,Self-Employed,Completed
BEN-007376,Plus,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007379,Plus,Q2 2026,Community Impact,achieved,Self-Employed,Completed
BEN-007381,Plus,Q1 2026,Community Impact,achieved,Self-Employed,Completed
BEN-007384,Plus,Q1 2025,Education,active,Self-Employed,Completed
BEN-007386,Plus,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007387,Plus,Q1 2026,Entrepreneurship,active,Unemployed,Completed
BEN-007394,Plus,Q2 2025,Community Impact,achieved,Employed,Completed
BEN-007395,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-007397,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-007400,Plus,Q4 2025,Employment,not_achieved,Employed,Completed
BEN-007409,Plus,Q1 2026,Community Impact,active,Unemployed,Completed
BEN-007418,Plus,Q4 2025,Employment,not_achieved,Self-Employed,Completed
BEN-007421,Plus,Q1 2026,Entrepreneurship,active,Unemployed,Completed
BEN-007424,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-007426,Plus,Q1 2026,Education,achieved,Unemployed,Completed
BEN-007427,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-007428,Plus,Q3 2025,Entrepreneurship,active,Self-Employed,Completed
BEN-007431,Plus,Q1 2025,Employment,not_achieved,Unemployed,Completed
BEN-007432,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-007433,Plus,Q2 2025,Education,not_achieved,Employed,Completed
BEN-007441,Plus,Q2 2025,Employment,active,Employed,Completed
BEN-007443,Plus,Q1 2026,Education,achieved,In Training,Completed
BEN-007447,Plus,Q1 2026,Education,achieved,Unemployed,Completed
BEN-007453,Plus,Q3 2025,Employment,not_achieved,Employed,Completed
