beneficiary_id,program,enrollment_date,reporting_period,status,education_level,academic_year,institution,activity,sessions_attended,sessions_expected,participation_rate,course,training_center,training_provider,certification_status,employment_status,skills_acquired
BEN-008393,Plus,2026-07-14,Q3 2026,active,,,,Entrepreneurship,11.0,14.0,78.6,,,,,,
BEN-008395,Plus,2026-05-19,Q2 2026,active,,,,Financial Literacy,12.0,12.0,100.0,,,,,,
BEN-008396,Plus,2026-06-03,Q2 2026,active,,,,Mentorship,16.0,17.0,94.1,,,,,,
BEN-008400,Plus,2025-01-26,Q1 2025,completed,,,,Health & Wellness,9.0,10.0,90.0,,,,,,
BEN-008402,Plus,2025-10-14,Q4 2025,completed,,,,Community Service,5.0,7.0,71.4,,,,,,
BEN-008403,Plus,2026-07-18,Q3 2026,active,,,,Entrepreneurship,12.0,13.0,92.3,,,,,,
BEN-008408,Plus,2026-02-26,Q1 2026,completed,,,,Leadership,7.0,10.0,70.0,,,,,,
BEN-008409,Plus,2025-07-15,Q3 2025,completed,,,,Health & Wellness,5.0,7.0,71.4,,,,,,
BEN-008410,Plus,2026-04-02,Q2 2026,active,,,,Mentorship,17.0,20.0,85.0,,,,,,
BEN-008412,Plus,2026-06-09,Q2 2026,active,,,,Leadership,6.0,12.0,50.0,,,,,,
BEN-008413,Plus,2026-07-11,Q3 2026,active,,,,Entrepreneurship,12.0,13.0,92.3,,,,,,
BEN-008415,Plus,2026-08-17,Q3 2026,active,,,,Leadership,8.0,12.0,66.7,,,,,,
BEN-008416,Plus,2026-08-06,Q3 2026,active,,,,Leadership,9.0,11.0,81.8,,,,,,
BEN-008417,Plus,2026-03-03,Q1 2026,completed,,,,Mentorship,13.0,18.0,72.2,,,,,,
BEN-008418,Plus,2026-03-15,Q1 2026,completed,,,,Entrepreneurship,12.0,14.0,85.7,,,,,,
BEN-008419,Plus,2026-06-11,Q2 2026,active,,,,Life Skills,11.0,13.0,84.6,,,,,,
BEN-008422,Plus,2026-06-23,Q2 2026,active,,,,Mentorship,18.0,20.0,90.0,,,,,,
BEN-008424,Plus,2026-02-20,Q1 2026,completed,,,,Entrepreneurship,12.0,16.0,75.0,,,,,,
BEN-008428,Plus,2026-01-19,Q1 2026,completed,,,,Life Skills,11.0,11.0,100.0,,,,,,
BEN-008432,Plus,2026-07-12,Q3 2026,active,,,,Financial Literacy,10.0,12.0,83.3,,,,,,
BEN-008433,Plus,2026-03-24,Q1 2026,completed,,,,Community Service,9.0,10.0,90.0,,,,,,
BEN-008435,Plus,2025-07-25,Q3 2025,dropped_out,,,,Life Skills,7.0,11.0,63.6,,,,,,
BEN-008436,Plus,2026-02-23,Q1 2026,completed,,,,Financial Literacy,10.0,10.0,100.0,,,,,,
BEN-008437,Plus,2026-06-25,Q2 2026,active,,,,Community Service,8.0,8.0,100.0,,,,,,
BEN-008438,Plus,2025-05-12,Q2 2025,dropped_out,,,,Entrepreneurship,6.0,12.0,50.0,,,,,,
BEN-008440,Plus,2026-06-28,Q2 2026,active,,,,Community Service,6.0,8.0,75.0,,,,,,
BEN-008446,Plus,2026-01-13,Q1 2026,active,,,,Health & Wellness,4.0,7.0,57.1,,,,,,
BEN-008447,Plus,2026-08-31,Q3 2026,active,,,,Leadership,8.0,10.0,80.0,,,,,,
BEN-008455,Plus,2026-01-27,Q1 2026,active,,,,Mentorship,13.0,16.0,81.2,,,,,,
BEN-008458,Plus,2026-01-22,Q1 2026,completed,,,,Financial Literacy,11.0,11.0,100.0,,,,,,
BEN-008460,Plus,2025-12-22,Q4 2025,completed,,,,Leadership,5.0,8.0,62.5,,,,,,
BEN-008461,Plus,2025-11-08,Q4 2025,completed,,,,Mentorship,13.0,19.0,68.4,,,,,,
BEN-008462,Plus,2025-07-05,Q3 2025,completed,,,,Health & Wellness,10.0,10.0,100.0,,,,,,
BEN-008464,Plus,2025-07-31,Q3 2025,dropped_out,,,,Health & Wellness,3.0,6.0,50.0,,,,,,
BEN-008466,Plus,2026-05-31,Q2 2026,active,,,,Community Service,6.0,7.0,85.7,,,,,,
BEN-008467,Plus,2025-04-05,Q2 2025,completed,,,,Community Service,9.0,9.0,100.0,,,,,,
BEN-008473,Plus,2025-05-02,Q2 2025,completed,,,,Community Service,10.0,10.0,100.0,,,,,,
BEN-008478,Plus,2026-02-15,Q1 2026,completed,,,,Life Skills,13.0,13.0,100.0,,,,,,
BEN-008479,Plus,2026-08-12,Q3 2026,active,,,,Entrepreneurship,12.0,12.0,100.0,,,,,,
BEN-008480,Plus,2025-06-27,Q2 2025,completed,,,,Mentorship,16.0,20.0,80.0,,,,,,
BEN-008481,Plus,2025-02-26,Q1 2025,dropped_out,,,,Entrepreneurship,5.0,13.0,38.5,,,,,,
BEN-008482,Plus,2026-07-31,Q3 2026,active,,,,Health & Wellness,8.0,9.0,88.9,,,,,,
BEN-008483,Plus,2025-09-29,Q3 2025,completed,,,,Health & Wellness,5.0,8.0,62.5,,,,,,
BEN-008484,Plus,2026-09-26,Q3 2026,active,,,,Life Skills,10.0,12.0,83.3,,,,,,
BEN-008486,Plus,2026-08-03,Q3 2026,active,,,,Life Skills,12.0,12.0,100.0,,,,,,
BEN-008489,Plus,2026-06-04,Q2 2026,active,,,,Mentorship,13.0,13.0,100.0,,,,,,
BEN-008490,Plus,2025-09-20,Q3 2025,completed,,,,Life Skills,7.0,11.0,63.6,,,,,,
BEN-008494,Plus,2026-04-30,Q2 2026,completed,,,,Financial Literacy,5.0,8.0,62.5,,,,,,
BEN-008498,Plus,2025-06-09,Q2 2025,completed,,,,Life Skills,12.0,13.0,92.3,,,,,,
BEN-008499,Plus,2025-11-05,Q4 2025,completed,,,,Leadership,10.0,11.0,90.9,,,,,,
BEN-008502,Plus,2025-07-14,Q3 2025,completed,,,,Community Service,9.0,9.0,100.0,,,,,,
BEN-008505,Plus,2026-03-29,Q1 2026,dropped_out,,,,Entrepreneurship,8.0,14.0,57.1,,,,,,
BEN-008508,Plus,2026-05-31,Q2 2026,active,,,,Leadership,8.0,8.0,100.0,,,,,,
BEN-008512,Plus,2026-09-28,Q3 2026,active,,,,Leadership,7.0,10.0,70.0,,,,,,
BEN-008515,Plus,2026-06-13,Q2 2026,completed,,,,Community Service,6.0,7.0,85.7,,,,,,
BEN-008517,Plus,2026-09-06,Q3 2026,active,,,,Financial Literacy,7.0,9.0,77.8,,,,,,
BEN-008519,Plus,2026-08-28,Q3 2026,active,,,,Life Skills,13.0,14.0,92.9,,,,,,
BEN-008520,Plus,2026-01-14,Q1 2026,completed,,,,Financial Literacy,8.0,12.0,66.7,,,,,,
BEN-008524,Plus,2026-01-02,Q1 2026,dropped_out,,,,Leadership,6.0,11.0,54.5,,,,,,
BEN-008525,Plus,2026-07-04,Q3 2026,active,,,,Health & Wellness,4.0,6.0,66.7,,,,,,
BEN-008526,Plus,2025-08-26,Q3 2025,completed,,,,Mentorship,14.0,15.0,93.3,,,,,,
BEN-008527,Plus,2026-09-28,Q3 2026,active,,,,Entrepreneurship,11.0,13.0,84.6,,,,,,
BEN-008528,Plus,2025-07-28,Q3 2025,completed,,,,Entrepreneurship,11.0,14.0,78.6,,,,,,
BEN-008531,Plus,2026-02-27,Q1 2026,completed,,,,Mentorship,13.0,16.0,81.2,,,,,,
BEN-008532,Plus,2026-07-16,Q3 2026,active,,,,Leadership,8.0,11.0,72.7,,,,,,
BEN-008533,Plus,2025-07-13,Q3 2025,dropped_out,,,,Financial Literacy,4.0,10.0,40.0,,,,,,
BEN-008534,Plus,2026-08-11,Q3 2026,active,,,,Life Skills,9.0,10.0,90.0,,,,,,
BEN-008536,Plus,2026-05-29,Q2 2026,active,,,,Financial Literacy,8.0,9.0,88.9,,,,,,
BEN-008537,Plus,2025-07-27,Q3 2025,completed,,,,Health & Wellness,4.0,6.0,66.7,,,,,,
BEN-008539,Plus,2025-04-19,Q2 2025,dropped_out,,,,Entrepreneurship,7.0,11.0,63.6,,,,,,
BEN-008540,Plus,2025-08-14,Q3 2025,dropped_out,,,,Community Service,3.0,6.0,50.0,,,,,,
BEN-008543,Plus,2026-01-07,Q1 2026,completed,,,,Health & Wellness,4.0,6.0,66.7,,,,,,
BEN-008544,Plus,2025-07-02,Q3 2025,completed,,,,Mentorship,12.0,15.0,80.0,,,,,,
BEN-008547,Plus,2025-01-22,Q1 2025,completed,,,,Life Skills,12.0,12.0,100.0,,,,,,
BEN-008550,Plus,2026-06-07,Q2 2026,completed,,,,Mentorship,10.0,17.0,58.8,,,,,,
BEN-008552,Plus,2025-03-17,Q1 2025,completed,,,,Life Skills,9.0,10.0,90.0,,,,,,
BEN-008556,Plus,2026-07-12,Q3 2026,active,,,,Life Skills,11.0,14.0,78.6,,,,,,
BEN-008557,Plus,2025-04-08,Q2 2025,completed,,,,Community Service,6.0,8.0,75.0,,,,,,
BEN-008559,Plus,2026-04-25,Q2 2026,active,,,,Leadership,6.0,10.0,60.0,,,,,,
BEN-008560,Plus,2025-09-07,Q3 2025,completed,,,,Financial Literacy,7.0,11.0,63.6,,,,,,
BEN-008564,Plus,2026-07-16,Q3 2026,active,,,,Financial Literacy,8.0,8.0,100.0,,,,,,
BEN-008568,Plus,2026-07-14,Q3 2026,active,,,,Life Skills,9.0,11.0,81.8,,,,,,
BEN-008571,Plus,2025-04-21,Q2 2025,completed,,,,Financial Literacy,5.0,10.0,50.0,,,,,,
BEN-008573,Plus,2026-01-14,Q1 2026,dropped_out,,,,Entrepreneurship,8.0,13.0,61.5,,,,,,
BEN-008577,Plus,2026-09-11,Q3 2026,active,,,,Entrepreneurship,11.0,12.0,91.7,,,,,,
BEN-008578,Plus,2026-04-13,Q2 2026,active,,,,Financial Literacy,6.0,8.0,75.0,,,,,,
BEN-008579,Plus,2026-05-25,Q2 2026,active,,,,Community Service,4.0,7.0,57.1,,,,,,
BEN-008580,Plus,2025-08-23,Q3 2025,completed,,,,Community Service,5.0,7.0,71.4,,,,,,
BEN-008581,Plus,2025-05-14,Q2 2025,completed,,,,Mentorship,17.0,20.0,85.0,,,,,,
BEN-008584,Plus,2026-04-26,Q2 2026,completed,,,,Entrepreneurship,10.0,12.0,83.3,,,,,,
BEN-008585,Plus,2026-08-28,Q3 2026,active,,,,Health & Wellness,5.0,6.0,83.3,,,,,,
BEN-008586,Plus,2025-12-16,Q4 2025,completed,,,,Mentorship,12.0,13.0,92.3,,,,,,
BEN-008591,Plus,2025-06-19,Q2 2025,completed,,,,Financial Literacy,6.0,8.0,75.0,,,,,,
BEN-008592,Plus,2026-07-15,Q3 2026,active,,,,Financial Literacy,11.0,12.0,91.7,,,,,,
BEN-008594,Plus,2025-03-15,Q1 2025,completed,,,,Leadership,6.0,8.0,75.0,,,,,,
BEN-008596,Plus,2026-07-26,Q3 2026,active,,,,Financial Literacy,6.0,8.0,75.0,,,,,,
BEN-008598,Plus,2025-08-18,Q3 2025,completed,,,,Health & Wellness,3.0,6.0,50.0,,,,,,
BEN-008601,Plus,2026-02-16,Q1 2026,dropped_out,,,,Entrepreneurship,7.0,13.0,53.8,,,,,,
BEN-008602,Plus,2025-09-20,Q3 2025,completed,,,,Mentorship,11.0,15.0,73.3,,,,,,
BEN-008604,Plus,2026-08-02,Q3 2026,active,,,,Entrepreneurship,12.0,13.0,92.3,,,,,,
BEN-008605,Plus,2026-04-02,Q2 2026,active,,,,Health & Wellness,7.0,10.0,70.0,,,,,,
BEN-008610,Plus,2025-12-19,Q4 2025,completed,,,,Leadership,9.0,12.0,75.0,,,,,,
BEN-008616,Plus,2025-07-19,Q3 2025,completed,,,,Mentorship,14.0,17.0,82.4,,,,,,
BEN-008621,Plus,2026-08-09,Q3 2026,active,,,,Entrepreneurship,7.0,11.0,63.6,,,,,,
BEN-008623,Plus,2026-06-20,Q2 2026,completed,,,,Life Skills,8.0,13.0,61.5,,,,,,
BEN-008626,Plus,2025-12-01,Q4 2025,completed,,,,Leadership,7.0,9.0,77.8,,,,,,
BEN-008627,Plus,2025-08-19,Q3 2025,completed,,,,Leadership,8.0,12.0,66.7,,,,,,
BEN-008628,Plus,2026-08-15,Q3 2026,active,,,,Entrepreneurship,7.0,11.0,63.6,,,,,,
BEN-008629,Plus,2026-06-17,Q2 2026,active,,,,Leadership,4.0,8.0,50.0,,,,,,
BEN-008638,Plus,2025-07-10,Q3 2025,completed,,,,Leadership,10.0,11.0,90.9,,,,,,
BEN-008643,Plus,2026-07-01,Q3 2026,active,,,,Mentorship,13.0,20.0,65.0,,,,,,
BEN-008649,Plus,2025-09-15,Q3 2025,dropped_out,,,,Financial Literacy,5.0,9.0,55.6,,,,,,
BEN-008653,Plus,2026-02-15,Q1 2026,active,,,,Health & Wellness,7.0,10.0,70.0,,,,,,
BEN-008656,Plus,2025-09-01,Q3 2025,completed,,,,Health & Wellness,5.0,8.0,62.5,,,,,,
BEN-008658,Plus,2025-10-07,Q4 2025,dropped_out,,,,Leadership,4.0,8.0,50.0,,,,,,
BEN-008659,Plus,2026-07-25,Q3 2026,active,,,,Health & Wellness,9.0,10.0,90.0,,,,,,
BEN-008661,Plus,2025-07-31,Q3 2025,completed,,,,Financial Literacy,8.0,11.0,72.7,,,,,,
BEN-008664,Plus,2026-05-29,Q2 2026,active,,,,Life Skills,9.0,11.0,81.8,,,,,,
BEN-008665,Plus,2025-10-31,Q4 2025,completed,,,,Health & Wellness,10.0,10.0,100.0,,,,,,
BEN-008672,Plus,2026-07-18,Q3 2026,active,,,,Health & Wellness,7.0,8.0,87.5,,,,,,
BEN-008673,Plus,2025-11-29,Q4 2025,completed,,,,Mentorship,16.0,20.0,80.0,,,,,,
BEN-008674,Plus,2026-08-24,Q3 2026,active,,,,Financial Literacy,9.0,9.0,100.0,,,,,,
BEN-008677,Plus,2026-08-21,Q3 2026,active,,,,Financial Literacy,7.0,11.0,63.6,,,,,,
BEN-008678,Plus,2026-09-24,Q3 2026,active,,,,Health & Wellness,6.0,7.0,85.7,,,,,,
BEN-008680,Plus,2025-12-15,Q4 2025,completed,,,,Life Skills,12.0,14.0,85.7,,,,,,
BEN-008685,Plus,2025-09-01,Q3 2025,completed,,,,Community Service,7.0,8.0,87.5,,,,,,
BEN-008686,Plus,2026-06-25,Q2 2026,active,,,,Entrepreneurship,12.0,12.0,100.0,,,,,,
BEN-008690,Plus,2026-05-24,Q2 2026,active,,,,Financial Literacy,9.0,9.0,100.0,,,,,,
BEN-008695,Plus,2025-07-19,Q3 2025,completed,,,,Leadership,7.0,10.0,70.0,,,,,,
BEN-008698,Plus,2026-05-15,Q2 2026,completed,,,,Leadership,4.0,9.0,44.4,,,,,,
BEN-008703,Plus,2026-01-12,Q1 2026,completed,,,,Life Skills,11.0,14.0,78.6,,,,,,
BEN-008708,Plus,2026-09-16,Q3 2026,active,,,,Life Skills,9.0,12.0,75.0,,,,,,
BEN-008709,Plus,2026-06-09,Q2 2026,active,,,,Life Skills,11.0,11.0,100.0,,,,,,
BEN-008712,Plus,2026-01-22,Q1 2026,dropped_out,,,,Life Skills,6.0,12.0,50.0,,,,,,
BEN-008714,Plus,2025-11-30,Q4 2025,completed,,,,Mentorship,9.0,13.0,69.2,,,,,,
BEN-008717,Plus,2026-03-18,Q1 2026,active,,,,Community Service,7.0,9.0,77.8,,,,,,
BEN-008718,Plus,2025-09-20,Q3 2025,completed,,,,Mentorship,18.0,20.0,90.0,,,,,,
BEN-008720,Plus,2026-06-22,Q2 2026,active,,,,Life Skills,10.0,10.0,100.0,,,,,,
BEN-008722,Plus,2025-03-09,Q1 2025,completed,,,,Community Service,7.0,8.0,87.5,,,,,,
BEN-008724,Plus,2025-11-07,Q4 2025,completed,,,,Financial Literacy,9.0,9.0,100.0,,,,,,
BEN-008728,Plus,2026-02-13,Q1 2026,active,,,,Community Service,5.0,6.0,83.3,,,,,,
BEN-008732,Plus,2026-09-21,Q3 2026,active,,,,Life Skills,8.0,11.0,72.7,,,,,,
BEN-008733,Plus,2026-02-03,Q1 2026,active,,,,Health & Wellness,6.0,8.0,75.0,,,,,,
BEN-008734,Plus,2026-06-28,Q2 2026,active,,,,Health & Wellness,7.0,9.0,77.8,,,,,,
BEN-008747,Plus,2026-06-06,Q2 2026,active,,,,Health & Wellness,8.0,10.0,80.0,,,,,,
BEN-008748,Plus,2026-04-22,Q2 2026,active,,,,Life Skills,9.0,11.0,81.8,,,,,,
BEN-008749,Plus,2026-01-31,Q1 2026,completed,,,,Financial Literacy,8.0,12.0,66.7,,,,,,
BEN-008751,Plus,2026-08-23,Q3 2026,active,,,,Mentorship,12.0,13.0,92.3,,,,,,
BEN-008752,Plus,2026-09-15,Q3 2026,active,,,,Leadership,11.0,12.0,91.7,,,,,,
BEN-008754,Plus,2026-05-03,Q2 2026,active,,,,Mentorship,18.0,19.0,94.7,,,,,,
BEN-008758,Plus,2026-06-22,Q2 2026,active,,,,Health & Wellness,10.0,10.0,100.0,,,,,,
BEN-008759,Plus,2026-01-31,Q1 2026,active,,,,Financial Literacy,6.0,10.0,60.0,,,,,,
BEN-008761,Plus,2025-07-18,Q3 2025,dropped_out,,,,Leadership,6.0,12.0,50.0,,,,,,
BEN-008762,Plus,2025-08-25,Q3 2025,dropped_out,,,,Financial Literacy,3.0,9.0,33.3,,,,,,
BEN-008764,Plus,2025-06-07,Q2 2025,dropped_out,,,,Community Service,6.0,10.0,60.0,,,,,,
BEN-008767,Plus,2026-08-27,Q3 2026,active,,,,Leadership,5.0,8.0,62.5,,,,,,
BEN-008769,Plus,2025-07-10,Q3 2025,completed,,,,Health & Wellness,6.0,7.0,85.7,,,,,,
BEN-008770,Plus,2025-10-20,Q4 2025,completed,,,,Health & Wellness,5.0,8.0,62.5,,,,,,
BEN-008772,Plus,2026-02-05,Q1 2026,completed,,,,Health & Wellness,7.0,8.0,87.5,,,,,,
BEN-008773,Plus,2025-11-01,Q4 2025,completed,,,,Community Service,6.0,6.0,100.0,,,,,,
BEN-008774,Plus,2025-04-14,Q2 2025,completed,,,,Mentorship,13.0,17.0,76.5,,,,,,
BEN-008775,Plus,2026-03-21,Q1 2026,dropped_out,,,,Financial Literacy,3.0,8.0,37.5,,,,,,
BEN-008776,Plus,2026-06-01,Q2 2026,dropped_out,,,,Health & Wellness,3.0,7.0,42.9,,,,,,
BEN-008778,Plus,2026-05-15,Q2 2026,active,,,,Mentorship,10.0,12.0,83.3,,,,,,
BEN-008779,Plus,2025-12-01,Q4 2025,dropped_out,,,,Community Service,5.0,9.0,55.6,,,,,,
BEN-008780,Plus,2026-07-26,Q3 2026,active,,,,Life Skills,11.0,13.0,84.6,,,,,,
BEN-008781,Plus,2025-03-29,Q1 2025,completed,,,,Health & Wellness,9.0,10.0,90.0,,,,,,
BEN-008782,Plus,2025-07-25,Q3 2025,dropped_out,,,,Community Service,2.0,6.0,33.3,,,,,,
BEN-008785,Plus,2026-01-30,Q1 2026,completed,,,,Community Service,7.0,7.0,100.0,,,,,,
BEN-008788,Plus,2025-10-07,Q4 2025,completed,,,,Mentorship,12.0,15.0,80.0,,,,,,
BEN-008793,Plus,2026-09-30,Q3 2026,active,,,,Entrepreneurship,13.0,13.0,100.0,,,,,,
BEN-008795,Plus,2025-08-13,Q3 2025,completed,,,,Financial Literacy,8.0,8.0,100.0,,,,,,
BEN-008797,Plus,2026-08-04,Q3 2026,active,,,,Entrepreneurship,8.0,14.0,57.1,,,,,,
BEN-008799,Plus,2026-04-10,Q2 2026,active,,,,Health & Wellness,6.0,8.0,75.0,,,,,,
BEN-008801,Plus,2026-07-03,Q3 2026,active,,,,Community Service,6.0,10.0,60.0,,,,,,
BEN-008805,Plus,2026-06-11,Q2 2026,active,,,,Mentorship,12.0,12.0,100.0,,,,,,
BEN-008807,Plus,2025-06-08,Q2 2025,completed,,,,Mentorship,10.0,13.0,76.9,,,,,,
BEN-008810,Plus,2026-09-24,Q3 2026,active,,,,Financial Literacy,9.0,9.0,100.0,,,,,,
BEN-008812,Plus,2026-09-17,Q3 2026,active,,,,Mentorship,10.0,15.0,66.7,,,,,,
BEN-008814,Plus,2026-09-12,Q3 2026,active,,,,Community Service,8.0,10.0,80.0,,,,,,
BEN-008822,Plus,2025-10-08,Q4 2025,dropped_out,,,,Life Skills,7.0,13.0,53.8,,,,,,
BEN-008824,Plus,2026-09-16,Q3 2026,active,,,,Life Skills,10.0,14.0,71.4,,,,,,
BEN-008827,Plus,2025-07-09,Q3 2025,dropped_out,,,,Financial Literacy,6.0,10.0,60.0,,,,,,
BEN-008828,Plus,2026-06-30,Q2 2026,completed,,,,Community Service,7.0,10.0,70.0,,,,,,
BEN-008832,Plus,2025-07-03,Q3 2025,completed,,,,Life Skills,11.0,13.0,84.6,,,,,,
BEN-008835,Plus,2026-03-15,Q1 2026,active,,,,Mentorship,11.0,13.0,84.6,,,,,,
BEN-008836,Plus,2026-06-21,Q2 2026,active,,,,Financial Literacy,5.0,8.0,62.5,,,,,,
BEN-008837,Plus,2025-09-24,Q3 2025,completed,,,,Financial Literacy,10.0,10.0,100.0,,,,,,
BEN-008838,Plus,2026-07-20,Q3 2026,active,,,,Entrepreneurship,13.0,13.0,100.0,,,,,,
BEN-008840,Plus,2026-01-16,Q1 2026,completed,,,,Entrepreneurship,10.0,13.0,76.9,,,,,,
BEN-008841,Plus,2026-05-01,Q2 2026,active,,,,Financial Literacy,6.0,10.0,60.0,,,,,,
BEN-008842,Plus,2026-01-21,Q1 2026,active,,,,Financial Literacy,8.0,9.0,88.9,,,,,,
BEN-008844,Plus,2025-06-30,Q2 2025,completed,,,,Community Service,7.0,10.0,70.0,,,,,,
BEN-008845,Plus,2026-02-22,Q1 2026,active,,,,Community Service,8.0,9.0,88.9,,,,,,
BEN-008847,Plus,2025-10-12,Q4 2025,completed,,,,Health & Wellness,5.0,7.0,71.4,,,,,,
BEN-008848,Plus,2026-07-02,Q3 2026,active,,,,Community Service,7.0,10.0,70.0,,,,,,
BEN-008849,Plus,2026-05-05,Q2 2026,completed,,,,Leadership,10.0,11.0,90.9,,,,,,
BEN-008852,Plus,2025-06-14,Q2 2025,completed,,,,Mentorship,12.0,12.0,100.0,,,,,,
BEN-008857,Plus,2026-05-02,Q2 2026,completed,,,,Mentorship,16.0,18.0,88.9,,,,,,
BEN-008858,Plus,2026-07-26,Q3 2026,active,,,,Mentorship,10.0,13.0,76.9,,,,,,
BEN-008862,Plus,2025-01-19,Q1 2025,completed,,,,Leadership,7.0,11.0,63.6,,,,,,
BEN-008863,Plus,2026-07-12,Q3 2026,active,,,,Leadership,7.0,8.0,87.5,,,,,,
BEN-008868,Plus,2026-04-26,Q2 2026,active,,,,Leadership,8.0,12.0,66.7,,,,,,
BEN-008872,Plus,2026-06-16,Q2 2026,active,,,,Life Skills,9.0,12.0,75.0,,,,,,
BEN-008874,Plus,2026-04-19,Q2 2026,active,,,,Life Skills,12.0,14.0,85.7,,,,,,
BEN-008875,Plus,2026-07-31,Q3 2026,active,,,,Leadership,9.0,9.0,100.0,,,,,,
BEN-008876,Plus,2026-06-28,Q2 2026,completed,,,,Community Service,5.0,10.0,50.0,,,,,,
BEN-008880,Plus,2025-12-04,Q4 2025,completed,,,,Health & Wellness,7.0,8.0,87.5,,,,,,
BEN-008885,Plus,2025-08-09,Q3 2025,dropped_out,,,,Financial Literacy,5.0,12.0,41.7,,,,,,
BEN-008887,Plus,2026-02-25,Q1 2026,active,,,,Health & Wellness,3.0,6.0,50.0,,,,,,
BEN-008888,Plus,2025-04-20,Q2 2025,completed,,,,Mentorship,12.0,14.0,85.7,,,,,,
BEN-008889,Plus,2025-03-10,Q1 2025,completed,,,,Community Service,8.0,9.0,88.9,,,,,,
BEN-008890,Plus,2026-07-11,Q3 2026,active,,,,Community Service,5.0,8.0,62.5,,,,,,
BEN-008894,Plus,2026-06-21,Q2 2026,active,,,,Mentorship,11.0,12.0,91.7,,,,,,
BEN-008899,Plus,2026-04-25,Q2 2026,active,,,,Health & Wellness,6.0,8.0,75.0,,,,,,
BEN-008900,Plus,2026-07-19,Q3 2026,active,,,,Leadership,9.0,11.0,81.8,,,,,,
BEN-008901,Plus,2026-03-06,Q1 2026,completed,,,,Mentorship,15.0,20.0,75.0,,,,,,
BEN-008903,Plus,2025-07-28,Q3 2025,completed,,,,Health & Wellness,7.0,8.0,87.5,,,,,,
BEN-008905,Plus,2025-08-31,Q3 2025,dropped_out,,,,Health & Wellness,3.0,7.0,42.9,,,,,,
BEN-008907,Plus,2025-03-17,Q1 2025,completed,,,,Health & Wellness,8.0,9.0,88.9,,,,,,
BEN-008908,Plus,2026-08-17,Q3 2026,active,,,,Leadership,7.0,9.0,77.8,,,,,,
BEN-008911,Plus,2025-02-02,Q1 2025,dropped_out,,,,Entrepreneurship,8.0,16.0,50.0,,,,,,
BEN-008913,Plus,2026-08-06,Q3 2026,active,,,,Community Service,9.0,9.0,100.0,,,,,,
BEN-008914,Plus,2025-02-20,Q1 2025,completed,,,,Life Skills,10.0,10.0,100.0,,,,,,
BEN-008918,Plus,2026-01-20,Q1 2026,active,,,,Entrepreneurship,8.0,11.0,72.7,,,,,,
BEN-008919,Plus,2026-06-21,Q2 2026,completed,,,,Community Service,5.0,7.0,71.4,,,,,,
BEN-008920,Plus,2026-06-22,Q2 2026,active,,,,Community Service,6.0,7.0,85.7,,,,,,
BEN-008921,Plus,2025-09-11,Q3 2025,completed,,,,Financial Literacy,7.0,12.0,58.3,,,,,,
BEN-008922,Plus,2025-11-17,Q4 2025,completed,,,,Life Skills,9.0,12.0,75.0,,,,,,
BEN-008923,Plus,2025-03-12,Q1 2025,dropped_out,,,,Financial Literacy,4.0,9.0,44.4,,,,,,
BEN-008925,Plus,2026-05-15,Q2 2026,active,,,,Entrepreneurship,7.0,10.0,70.0,,,,,,
BEN-008927,Plus,2025-04-15,Q2 2025,dropped_out,,,,Mentorship,9.0,20.0,45.0,,,,,,
BEN-008929,Plus,2025-11-22,Q4 2025,completed,,,,Life Skills,10.0,11.0,90.9,,,,,,
BEN-008930,Plus,2025-12-12,Q4 2025,dropped_out,,,,Life Skills,8.0,13.0,61.5,,,,,,
BEN-008931,Plus,2025-12-13,Q4 2025,completed,,,,Life Skills,10.0,13.0,76.9,,,,,,
BEN-008933,Plus,2026-01-03,Q1 2026,completed,,,,Health & Wellness,6.0,7.0,85.7,,,,,,
BEN-008934,Plus,2026-01-15,Q1 2026,active,,,,Mentorship,14.0,15.0,93.3,,,,,,
BEN-008936,Plus,2025-01-07,Q1 2025,completed,,,,Entrepreneurship,12.0,14.0,85.7,,,,,,
BEN-008937,Plus,2026-02-28,Q1 2026,active,,,,Leadership,8.0,9.0,88.9,,,,,,
BEN-008941,Plus,2026-08-10,Q3 2026,active,,,,Mentorship,9.0,12.0,75.0,,,,,,
BEN-008949,Plus,2026-07-12,Q3 2026,active,,,,Health & Wellness,4.0,7.0,57.1,,,,,,
BEN-008950,Plus,2026-09-04,Q3 2026,active,,,,Leadership,5.0,8.0,62.5,,,,,,
BEN-008952,Plus,2026-02-16,Q1 2026,completed,,,,Mentorship,8.0,12.0,66.7,,,,,,
BEN-008955,Plus,2025-11-13,Q4 2025,completed,,,,Life Skills,10.0,13.0,76.9,,,,,,
BEN-008957,Plus,2025-04-05,Q2 2025,completed,,,,Entrepreneurship,16.0,16.0,100.0,,,,,,
BEN-008960,Plus,2026-02-08,Q1 2026,active,,,,Leadership,6.0,8.0,75.0,,,,,,
BEN-008961,Plus,2026-03-20,Q1 2026,completed,,,,Mentorship,9.0,14.0,64.3,,,,,,
BEN-008964,Plus,2026-01-10,Q1 2026,completed,,,,Mentorship,12.0,12.0,100.0,,,,,,
BEN-008965,Plus,2026-09-06,Q3 2026,active,,,,Financial Literacy,11.0,11.0,100.0,,,,,,
BEN-008967,Plus,2025-08-24,Q3 2025,dropped_out,,,,Mentorship,6.0,14.0,42.9,,,,,,
